                           ,,,,,,,,,,,,,,
,Date,Unit,Buying Price VND,Selling Price VND,Quantity Sold,Location Market,Region,Egg Type,Feed Cost VND,Buyer Type,Weather Condition,Event Impact,Source,Notes
,2025-10-27,per_egg,,3.800,,market in Dong Nam Bo,South Vietnam,caged,,household,,,https://nguoichannuoi.vn/gia-trung-ga-bat-ngo-tang-vot-tien-sat-moc-4-000-dong-trung/,"the website is updated on a daily basis

"
,2025-10-27,per_egg,,2.500,,N/A,South Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-trung-ga-thit-ga-deu-tang/,"the website is updated on a daily basis

"
,2025-10-27,per_egg,,3.800,,market in HCM,South Vietnam,caged,,household,,,https://nhachannuoi.vn/gia-trung-ga-thit-ga-deu-tang/,"the website is updated on a daily basis

"
,2025-10-27,per_egg,,3.000,,market in HCM,South Vietnam,caged,,household,,,https://nhachannuoi.vn/gia-trung-ga-thit-ga-deu-tang/,"the website is updated on a daily basis

"
,2025-10-28,per_egg,,2.220,,N/A,North Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-28-10-2025/,"the website is updated on a daily basis

"
,2025-10-28,per_egg,,2.230,,N/A,Central Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-28-10-2025/,"the website is updated on a daily basis

"
,2025-10-28,per_egg,,2.070,,N/A,South Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-28-10-2025/,"the website is updated on a daily basis

"
,2025-10-28,per_egg,,2.600,,N/A,North Vietnam,duck,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-28-10-2025/,"the website is updated on a daily basis

"
,2025-10-28,per_egg,,2.680,,N/A,Central Vietnam,duck,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-28-10-2025/,"the website is updated on a daily basis

"
,2025-10-28,per_egg,,2.430,,N/A,South Vietnam,duck,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-28-10-2025/,"the website is updated on a daily basis

"
,2025-11-18,per_egg,,2.620,,N/A,North Vietnam,N/A,,retailer,,, https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-18-11-2025/,"the website is updated on a daily basis

"
,2025-11-18,per_egg,,2.500,,N/A,Central Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-18-11-2025/,"the website is updated on a daily basis

"
,2025-11-18,per_egg,,2.370,,N/A,South Vietnam,N/A,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-18-11-2025/,"the website is updated on a daily basis

"
,2025-11-18,per_egg,,2.700,,N/A,North Vietnam,duck,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-18-11-2025/,"the website is updated on a daily basis

"
,2025-11-18,per_egg,,2.710,,N/A,Central Vietnam,duck,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-18-11-2025/,"the website is updated on a daily basis

"
,2025-11-18,per_egg,,2.540,,N/A,South Vietnam,duck,,retailer,,,https://nhachannuoi.vn/gia-san-pham-chan-nuoi-gia-tai-trai-ca-nuoc-ngay-18-11-2025/,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,3.600,,market in Ha Noi,North Vietnam,caged,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html ,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.000,,market in Ha Noi,North Vietnam,free_range,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.500,,hoang liet (Ha Noi),North Vietnam,free_range,,retailer,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,3.500,,market in Ha Noi,North Vietnam,caged,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.800,,market in Ha Noi,North Vietnam,N/A,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,3.800,,market in Ha Noi,North Vietnam,N/A,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.000,,market in Ha Noi,North Vietnam,free_range,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.500,,market in Ha Noi,North Vietnam,free_range,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.800,,market in Ha Noi,North Vietnam,free_range,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,5.000,,market in Ha Noi,North Vietnam,free_range,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-22,per_egg,,4.000,,market in Ha Noi,North Vietnam,duck,,household,,,https://vietnamnet.vn/bat-chap-gia-tang-manh-ba-noi-tro-van-chon-mua-trung-ga-vi-mot-ly-do-2465181.html,"the website is updated on a daily basis

"
,2025-11-23,per_egg,,3.500,,market in Ho Chi Minh ,South Vietnam,caged,,household,Flood,"Floods in many provinces have damaged barns, forcing some households to sell laying hens for meat to reduce risks. The association said the prolonged reduction in chicken flocks, combined with transportation disruptions caused by storms, were the direct cause of the increase in egg prices since October.",https://vnexpress.net/gia-trung-ga-tang-manh-4982720.html,"the website is updated on a daily basis

"
,2025-11-23,per_egg,,5.500,,supermarket in Ho Chi Minh,South Vietnam,free_range,,household,Flood,"Floods in many provinces have damaged barns, forcing some households to sell laying hens for meat to reduce risks. The association said the prolonged reduction in chicken flocks, combined with transportation disruptions caused by storms, were the direct cause of the increase in egg prices since October.",https://vnexpress.net/gia-trung-ga-tang-manh-4982720.html,"the website is updated on a daily basis

"
,2025-11-23,per_egg,,4.000,,Tan Thoi Hiep in HCM,South Vietnam,caged,,household,,compensate for shipping costs and loss.,https://vnexpress.net/gia-trung-ga-tang-manh-4982720.html,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Ha Noi,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Hung Yen,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Ninh Binh,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Phu Tho,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Thai Nguyen,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Tuyen Quang,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Ha Noi,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.700,,market in Ha Noi,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Hung Yen,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Ha Nam,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Nam Dinh,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.600,,market in Nam Dinh,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.800,,market in Thai Binh,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.800,,market in Tuyen Quang,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Vinh Phuc,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.700,,market in Vinh Phuc,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.690,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.900,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.600,,N/A,N/A,duck,,household,,,,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Thua Thien Hue,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.600,,market in Thanh Hoa,Central Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Thanh Hoa,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Quang Ngai ,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Quang Nam,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.700,,market in Quang Binh,Central Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Nghe An,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.700,,market in Lam Dong ,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.000,,market in Hau Giang,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.400,,market in Dong Nai,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Dong Nai,South Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.400,,market in Can Tho,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.000,,market in Ben Tre,South Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Vinh Phuc,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.700,,market in Vinh Phuc,North Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.800,,market in Tuyen Quang,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.800,,market in Thai Binh,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Nam Dinh,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.600,,market in Nam Dinh,North Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Hung Yen,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.100,,market in Ha Noi,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.700,,market in Ha Noi,North Vietnam,caged,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,1.900,,market in Ha Nam,North Vietnam,free_range,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.900,,market in Ha Noi,North Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.900,,market in Phu Tho,North Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.600,,market in An Giang,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.700,,market in Dong Nai,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-25,per_egg,,2.800,,market in Tay Ninh,South Vietnam,duck,,household,,,https://feedin.me/chart/bang-gia-trung-ga-hom-nay,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,2.900,,Winmart,Vietnam,N/A,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,5.760,,Winmart,Vietnam,N/A,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,3.200,,Bách hóa xanh,Vietnam,caged,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,3.600,,Bách hóa xanh ,Vietnam,duck,,household,,,https://www.bachhoaxanh.com/tim-kiem?key=tr%E1%BB%A9ng%20g%C3%A0,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,2.700,,Aeon HCM,South Vietnam,N/A,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,4.700,,Aeon HCM,South Vietnam,N/A,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,3.550,,market Thuc pham nhanh in HCM ,South Vietnam,N/A,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,4.600,,market Thuc pham nhanh in HCM ,South Vietnam,duck,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,5.600,,market Thuc pham nhanh in HCM ,South Vietnam,duck,,household,,,https://thucphamnhanh.com/?product_cat=&s=tr%E1%BB%A9ng&post_type=product,"the website is updated on a daily basis

"
,2025-11-27,per_egg,,3.850,,Mega market,Vietnam,caged,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-11-28,per_egg,,4.800,,Mega market,Vietnam,N/A,,household,,,https://online.mmvietnam.com/category/trung-ga.html,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,5.250,,Winmart in HCM,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,2.990,,Winmart in HCM,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,5.650,,Winmart in HCM,South Vietnam,caged,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,6.300,,Winmart in HCM,South Vietnam,free_range,,household,,,https://winmart.vn/search/tr%E1%BB%A9ng+g%C3%A0,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,2.300,,MM Mega Market An Phu in HCM,South Vietnam,duck,,household,,,https://online.mmvietnam.com/search.html?query=tr%E1%BB%A9ng,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,3.890,,MM Mega Market An Phu in HCM,South Vietnam,duck,,household,,,https://online.mmvietnam.com/search.html?query=tr%E1%BB%A9ng,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,3.000,,MM Mega Market An Phu in HCM,South Vietnam,caged,,household,,,https://online.mmvietnam.com/search.html?query=tr%E1%BB%A9ng,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,3.850,,MM Mega Market An Phu in HCM,South Vietnam,caged,,household,,,https://online.mmvietnam.com/search.html?query=tr%E1%BB%A9ng,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,5.700,,MM Mega Market An Phu in HCM,South Vietnam,N/A,,household,,,https://online.mmvietnam.com/search.html?query=tr%E1%BB%A9ng,"the website is updated on a daily basis

"
,2025-12-01,per_egg,,6.800,,MM Mega Market An Phu in HCM,South Vietnam,N/A,,household,,,https://online.mmvietnam.com/search.html?query=tr%E1%BB%A9ng,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,4.700,,Aeon HCM,South Vietnam,caged,,household,,,https://aeoneshop.com/products/search/tr%E1%BB%A9ng%20,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,3.400,,Bach Hoa Xanh,South Vietnam,duck  ,,household,,,https://www.bachhoaxanh.com/trung,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,3.400,,Bach Hoa Xanh,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/trung,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,3.200,,Bach Hoa Xanh,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/trung,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,4.500,,Bach Hoa Xanh,South Vietnam,caged,,household,,,https://www.bachhoaxanh.com/trung,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,3.800,,Bach Hoa Xanh,South Vietnam,duck,,household,,,https://www.bachhoaxanh.com/trung,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,3.000,,Kamereo,South Vietnam,caged,,household,,,https://kamereo.vn/blog/vi/gia-trung-ga-hom-nay/,"the website is updated on a daily basis

"
,2025-12-02,per_egg,,2.500,,Kamereo,South Vietnam,caged,,household,,,https://kamereo.vn/blog/vi/gia-trung-ga-hom-nay/,"the website is updated on a daily basis

"
,2025-12-03,per_egg,,3.000,,Aeon HCM,South Vietnam,duck,,household,,,https://aeoneshop.com/products/search/tr%E1%BB%A9ng%20,"the website is updated on a daily basis

"
,2025-12-03,per_egg,,2.900,,Winmart in HCM,South Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-03,per_egg,,3.600,,Winmart in HCM,South Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-03,per_egg,,5.700,,Winmart in HCM,South Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.900,,Aeon HCM,South Vietnam,duck,,household,,,https://aeoneshop.com/products/search/tr%E1%BB%A9ng%20,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.900,,market Ha Nam in Ha Noi,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.100,,market in Ha Noi,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.700,,market in Ha Noi,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.900,,market in Hung Yen,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.100,,market in Nam Dinh,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.600,,market in Nam Dinh,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.800,,market in Thai Binh,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.800,,market in Tuyen Quang,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.100,,market in Vinh Phuc,North Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.700,,market in Vinh Phuc,North Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.000,,market in Ben Tre,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.400,,market in Can Tho,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.400,,market in Dong Nai,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.900,,market in Dong Nai,South Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.000,,market in Hau Giang,South Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.000,,market in Binh Dinh,Central Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.700,,market in Lam Dong ,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.100,,market in Nghe An,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.900,,market in Thua Thien Hue,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.900,,market in Quang Nam,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.700,,market in Quang Binh,Central Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.700,,market in Quang Ngai,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.100,,market in Thanh Hoa,Central Vietnam,free_range,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,1.600,,market in Thanh Hoa,Central Vietnam,caged,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.900,,market in Hung Yen,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.900,,market in Lao Cai,North Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.600,,market in Can Tho,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.700,,market in Ho Chi Minh ,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,2.800,,market in Tay Ninh,South Vietnam,duck,,household,,,https://feedin.me/data/gia-ga-vit-gia-cam-viet-nam,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,3.000,,Aeon HCM,South Vietnam,N/A,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
,2025-12-04,per_egg,,4.900,,Aeon HCM,South Vietnam,N/A,,household,,,https://aeoneshop.com/products/category/230/trung,"the website is updated on a daily basis

"
